,coords,col_2,type,nom,dict
2248,"[48.9508, 4.28967]","[0.129142, -0.991626]",AR,La Garenne,{'roadname': 'A26'}
2249,"[48.9069, 4.28429]","[0, 1]",EC,Mont-Choisy,"{'numero': '18', 'roadname': 'A26'}"
2250,"[48.9704, 4.28386]","[0, 1]",EC,Saint-Gibrien,"{'numero': '17', 'roadname': 'A26'}"
2251,"[49.007, 4.29869]","[0.0270493, 0.9996339999999999]",AR,Les Grands Traquiers,{'roadname': 'A26'}
2252,"[49.0426, 4.32358]","[0, 1]",EC,La Veuve,"{'numero': '24', 'roadname': 'A4'}"
2253,"[49.0347, 4.43984]","[0, 1]",EC,Saint-Etienne-au-Temple,"{'numero': '25', 'roadname': 'A4'}"
2254,"[49.0277, 4.5228]","[-0.9623600000000001, -0.27177599999999996]",AR,La Noblette,{'roadname': 'A4'}
2255,"[49.0277, 4.5228]","[0.9999659999999999, -0.00820296]",AR,Mont de Charme,{'roadname': 'A4'}
2256,"[48.5084, 5.9127]","[-0.141074, -0.989999]",AR,Faverosse,{'roadname': 'A31'}
2257,"[48.5084, 5.9127]","[0.186353, 0.982483]",AR,Malvaux,{'roadname': 'A31'}
2258,"[48.5366, 5.90629]","[0, 1]",EC,Colombey les belles,"{'numero': '11', 'roadname': 'A31'}"
2259,"[48.6606, 5.90969]","[0.7071069999999999, 0.7071069999999999]",AS,Toul Chaudeney,{'roadname': 'A31'}
2260,"[48.6606, 5.90969]","[-0.7071069999999999, -0.7071069999999999]",AS,Toul Dommartin,{'roadname': 'A31'}
2261,"[48.6297, 5.8833400000000005]","[-0.0871557, 0.9961949999999999]",BA,Barri&egrave;re de Gye,{'roadname': 'A31'}
2262,"[48.6532, 5.88342]","[0, 1]",BI,Jonction A31/N4,"{'numero': '12', 'roadname': 'A31'}"
2263,"[48.8816, 6.09653]","[0, 1]",BI,Jonction A31/A313,{'roadname': 'A313'}
2264,"[48.8955, 6.07423]","[0, 1]",LI,Limite A313,{'roadname': 'A313'}
2265,"[48.5759, 6.17448]","[0, 1]",EC,Flavigny sur Moselle,"{'numero': '7', 'roadname': 'A330'}"
2266,"[48.5759, 6.17448]","[0, 1]",EC,Flavigny sur Moselle,"{'numero': '7', 'roadname': 'A330'}"
2267,"[48.6397, 6.1813]","[0, 1]",EC,Houdemont Les Egrez,"{'numero': '3', 'roadname': 'A330'}"
2268,"[48.6354, 6.18177]","[0, 1]",EC,Fl&eacute;ville,"{'numero': '4', 'roadname': 'A330'}"
2269,"[48.6264, 6.18367]","[0, 1]",BI,Jonction A33/A330,{'roadname': 'A330'}
2270,"[48.6641, 6.18924]","[0, 1]",LI,Fin A330,{'roadname': 'A330'}
2271,"[48.6501, 6.18148]","[0, 1]",EC,1/2 Echangeur Heillecourt,"{'numero': '2', 'roadname': 'A330'}"
2272,"[48.658500000000004, 6.18589]","[0, 1]",EC,1/2 Echangeur Vandoeuvre,"{'numero': '1', 'roadname': 'A330'}"
2273,"[48.6174, 6.18001]","[0, 1]",EC,Ludres,"{'numero': '5', 'roadname': 'A330'}"
2274,"[48.611, 6.17654]","[0, 1]",EC,Richardm&eacute;nil,"{'numero': '6', 'roadname': 'A330'}"
2275,"[48.6397, 6.1813]","[0, 1]",EC,1/2 Echangeur Houdemont Les Egrez,"{'numero': '3', 'roadname': 'A330'}"
2276,"[48.6501, 6.18148]","[0, 1]",EC,Heillecourt,"{'numero': '2', 'roadname': 'A330'}"
2277,"[48.6354, 6.18177]","[0, 1]",EC,Fl&eacute;ville,"{'numero': '4', 'roadname': 'A330'}"
2278,"[48.6174, 6.18001]","[0, 1]",EC,Ludres,"{'numero': '5', 'roadname': 'A330'}"
2279,"[48.607, 6.17433]","[-0.25881899999999997, -0.965926]",AS,Canal de l&apos;Est,{'roadname': 'A330'}
2280,"[48.658500000000004, 6.18589]","[0, 1]",EC,Vandoeuvre,"{'numero': '1', 'roadname': 'A330'}"
2281,"[49.2459, 2.09578]","[-0.242091, 0.9702529999999999]",AR,Lormaison Est,{'roadname': 'A16'}
2282,"[49.2416, 2.09826]","[0.242091, -0.9702529999999999]",AR,Lormaison Ouest,{'roadname': 'A16'}
2283,"[49.0731, 2.23516]","[0, 1]",BI,Jonction N104/N184,{'roadname': 'N184'}
2284,"[49.0582, 2.20918]","[0, 1]",EC,For&ecirc;t de Montmorency,{'roadname': 'N184'}
2285,"[49.0532, 2.17482]","[-1, -1.83697e-16]",AS,M&eacute;ry-sur-Oise,{'roadname': 'N184'}
2286,"[49.0701, 2.22087]","[0, 1]",EC,M&eacute;riel,"{'numero': '88', 'roadname': 'N184'}"
2287,"[49.1028, 2.26799]","[0, 1]",BI,Jonction A16/RN184,{'roadname': 'A16'}
2288,"[49.062, 2.33913]","[0, 1]",EC,Attainville,{'roadname': 'N104'}
2289,"[49.0634, 2.33015]","[0, 1]",BI,Jonction N1/N104,{'roadname': 'N104'}
2290,"[49.062, 2.33913]","[0, 1]",EC,Attainville,{'roadname': 'N104'}
2291,"[49.0566, 2.28927]","[0, 1]",EC,Baillet en France,"{'numero': '89', 'roadname': 'N104'}"
2292,"[49.0977, 2.26341]","[0, 1]",BI,Jonction A16/N184,{'roadname': 'N184'}
2293,"[49.0566, 2.28927]","[0, 1]",EC,Baillet en France,"{'numero': '89', 'roadname': 'N104'}"
2294,"[49.1543, 2.24342]","[0, 1]",EC,Chambly,"{'numero': '12', 'roadname': 'A16'}"
2295,"[49.1282, 2.2534]","[0, 1]",EC,L&apos;Isle-Adam,"{'numero': '11', 'roadname': 'A16'}"
2296,"[49.0664, 2.40416]","[0, 1]",EC,Luzarches,{'roadname': 'N104'}
2297,"[49.0685, 2.38631]","[0, 1]",EC,Villiers le Sec,{'roadname': 'N104'}
2298,"[49.0598, 2.3542]","[0, 1]",EC,Attainville Val de Villaines,{'roadname': 'N104'}
2299,"[49.0685, 2.38631]","[0, 1]",EC,Villiers le Sec,{'roadname': 'N104'}
2300,"[49.0664, 2.40416]","[0, 1]",EC,Luzarches,{'roadname': 'N104'}
2301,"[49.0685, 2.38631]","[1, 6.12323e-17]",AS,Attainville,{'roadname': 'N104'}
2302,"[49.1049, 2.55106]","[0.0020943900000000002, 0.9999979999999999]",AR,Survilliers Est,{'roadname': 'A1'}
2303,"[49.1049, 2.55106]","[-0.142456, -0.9898009999999999]",AR,Survilliers Ouest,{'roadname': 'A1'}
2304,"[49.0554, 2.5491]","[0.186524, 0.98245]",AR,Villeron,{'roadname': 'A1'}
2305,"[49.0711, 2.55227]","[0.0883728, 0.996087]",AS,V&eacute;mars Est,{'roadname': 'A1'}
2306,"[49.0711, 2.55227]","[0.0369925, -0.999316]",AS,V&eacute;mars Ouest,{'roadname': 'A1'}
2307,"[49.0864, 2.55098]","[0, 1]",EC,Survilliers,"{'numero': '7', 'roadname': 'A1'}"
2308,"[49.1337, 2.56233]","[0, 1]",EC,Parc Ast&eacute;rix,{'roadname': 'A1'}
2309,"[49.2052, 2.16905]","[-0.819152, 0.573576]",BA,Barri&egrave;re d&apos;Amblainville,{'roadname': 'A16'}
2310,"[49.2094, 2.15714]","[0, 1]",EC,M&eacute;ru,"{'numero': '13', 'roadname': 'A16'}"
2311,"[49.3643, 2.10783]","[0.00942464, 0.999956]",AR,Auteuil,{'roadname': 'A16'}
2312,"[49.3643, 2.10783]","[-0.11476399999999999, -0.993393]",AR,Le Grand Courtil,{'roadname': 'A16'}
2313,"[49.3997, 2.12386]","[0, 1]",EC,Beauvais Centre,"{'numero': '14', 'roadname': 'A16'}"
2314,"[49.4667, 2.16142]","[0.29720799999999997, 0.9548129999999999]",AR,Le Ch&ecirc;ne Peuquet,{'roadname': 'A16'}
2315,"[49.4637, 2.15925]","[-0.29720799999999997, -0.9548129999999999]",AR,Le Grand Bois,{'roadname': 'A16'}
2316,"[49.4325, 2.13359]","[0, 1]",EC,Beauvais Nord,"{'numero': '15', 'roadname': 'A16'}"
2317,"[49.6092, 2.20621]","[0.17055299999999998, 0.985348]",AS,Hardivillers,{'roadname': 'A16'}
2318,"[49.6092, 2.20621]","[-0.161776, -0.986827]",AS,Hardivillers,{'roadname': 'A16'}
2319,"[49.6049, 2.20448]","[0, 1]",EC,Hardivillers,"{'numero': '16', 'roadname': 'A16'}"
2320,"[49.2159, 2.62759]","[0.766044, 0.642788]",BA,Barri&egrave;re de Chamant,{'roadname': 'A1'}
2321,"[49.2056, 2.61105]","[0, 1]",EC,Senlis-Bonsecours,"{'numero': '8', 'roadname': 'A1'}"
2322,"[49.2174, 2.63036]","[0, 1]",EC,Senlis-Chamant,"{'numero': '8', 'roadname': 'A1'}"
2323,"[49.3203, 2.68725]","[0, 1]",EC,Pont-Sainte-Maxence,"{'numero': '9', 'roadname': 'A1'}"
2324,"[49.3435, 2.6978400000000002]","[0.195261, 0.9807509999999999]",AR,Chevri&egrave;res,{'roadname': 'A1'}
2325,"[49.3531, 2.70152]","[-0.051987399999999996, -0.998648]",AR,Longueil-Sainte-Marie,{'roadname': 'A1'}
2326,"[49.2867, 2.69273]","[-0.019371899999999997, 0.9998119999999999]",AR,Roberval Est,{'roadname': 'A1'}
2327,"[49.2867, 2.69273]","[0.17227299999999998, -0.985049]",AR,Roberval Ouest,{'roadname': 'A1'}
2328,"[49.0561, 3.32241]","[-0.766044, -0.642788]",AR,La Talmouse,{'roadname': 'A4'}
2329,"[49.0792, 3.39614]","[0, 1]",EC,Ch&acirc;teau-Thierry,"{'numero': '20', 'roadname': 'A4'}"
2330,"[49.4148, 2.69416]","[-0.039783, -0.999208]",AR,Bois d&apos;Arsy,{'roadname': 'A1'}
2331,"[49.4148, 2.69416]","[0.0219894, 0.9997579999999999]",AR,Remy,{'roadname': 'A1'}
2332,"[49.3967, 2.69748]","[0, 1]",EC,Compi&egrave;gne Ouest,"{'numero': '10', 'roadname': 'A1'}"
2333,"[49.521, 2.72096]","[0.139173, 0.9902679999999999]",AS,Ressons Est,{'roadname': 'A1'}
2334,"[49.521, 2.72096]","[-0.0803729, -0.9967649999999999]",AS,Ressons Ouest,{'roadname': 'A1'}
2335,"[49.5213, 2.72102]","[0, 1]",EC,Compi&egrave;gne Nord,"{'numero': '11', 'roadname': 'A1'}"
2336,"[49.5213, 2.72104]","[0, 1]",EC,Compi&egrave;gne Nord,"{'numero': '11', 'roadname': 'A1'}"
2337,"[49.6233, 2.75547]","[0.025828, 0.9996659999999999]",AR,Tilloloy Est,{'roadname': 'A1'}
2338,"[49.6233, 2.75547]","[-0.0749787, -0.997185]",AR,Tilloloy Ouest,{'roadname': 'A1'}
2339,"[49.7573, 1.69873]","[-0.588209, -0.808709]",AR,Mare au Bois,{'roadname': 'A29'}
2340,"[49.7615, 1.7050900000000002]","[0.49379000000000006, 0.8695809999999999]",AR,Moulin de Pierre,{'roadname': 'A29'}
2341,"[49.7596, 1.7025700000000001]","[0.7071069999999999, 0.7071069999999999]",BA,Barri&egrave;re d&apos;Haudricourt,{'roadname': 'A29'}
2342,"[49.756, 1.6962700000000002]","[0, 1]",EC,Aumale,"{'numero': '12', 'roadname': 'A29'}"
2343,"[49.8104, 1.9698200000000001]","[0.989501, -0.144529]",AS,Croixrault,{'roadname': 'A29'}
2344,"[49.8104, 1.9698200000000001]","[-0.993552, 0.11337699999999999]",AS,Croixrault,{'roadname': 'A29'}
2345,"[49.8103, 1.97263]","[0, 1]",EC,Poix-de-Picardie,"{'numero': '13', 'roadname': 'A29'}"
2346,"[49.7609, 2.23093]","[0.0657514, 0.997836]",AR,La Vall&eacute;e de la Selle Est,{'roadname': 'A16'}
2347,"[49.7551, 2.23005]","[-0.0657514, -0.997836]",AR,La Vall&eacute;e de la Selle Ouest,{'roadname': 'A16'}
2348,"[49.7367, 2.23443]","[0, 1]",EC,Essertaux,"{'numero': '17', 'roadname': 'A16'}"
2349,"[49.8755, 2.21737]","[0, 1]",BI,Jonction A16/A29 Ouest,{'roadname': 'A29'}
2350,"[49.8609, 2.2189]","[0, 1]",EC,Salou&euml;l,"{'numero': '18', 'roadname': 'A16'}"
2351,"[49.8531, 2.24846]","[0.819152, 0.573576]",BA,Barri&egrave;re de Dury,{'roadname': 'A29'}
2352,"[49.8478, 2.23943]","[0, 1]",BI,Jonction A16/A29 Est,{'roadname': 'A29'}
2353,"[49.8587, 2.26883]","[0, 1]",EC,Dury,"{'numero': '31', 'roadname': 'A29'}"
2354,"[49.8591, 2.30564]","[0, 1]",EC,Saint-Fuscien,"{'numero': '32', 'roadname': 'A29'}"
2355,"[49.892, 2.2296300000000002]","[0, 1]",EC,Amiens Ouest,"{'numero': '19', 'roadname': 'A16'}"
2356,"[49.9319, 2.24594]","[0, 1]",EC,Amiens Nord,"{'numero': '20', 'roadname': 'A16'}"
2357,"[49.8592, 2.39437]","[0.9961949999999999, -0.0871557]",BA,Barri&egrave;re de Jules Verne,{'roadname': 'A29'}
2358,"[49.8532, 2.35582]","[0, 1]",EC,Cagny,"{'numero': '33', 'roadname': 'A29'}"
2359,"[49.86, 2.3874]","[0, 1]",EC,Jules Verne,"{'numero': '51', 'roadname': 'A29'}"
2360,"[49.8621, 2.37135]","[0, 1]",BI,Jonction A29/Rocade Nord d&apos;Amiens,{'roadname': 'A29'}
2361,"[49.8541, 2.52225]","[0.994845, 0.101404]",AS,Villers-Bretonneux,{'roadname': 'A29'}
2362,"[49.8541, 2.52225]","[-0.9781479999999999, -0.20791199999999999]",AS,Villers-Bretonneux,{'roadname': 'A29'}
2363,"[49.854, 2.51907]","[0, 1]",EC,Villers-Bretonneux,"{'numero': '52', 'roadname': 'A29'}"
2364,"[50.1034, 1.87298]","[0, 1]",EC,Abbeville Est,"{'numero': '22', 'roadname': 'A16'}"
2365,"[50.0759, 1.97084]","[0.8660249999999999, -0.5]",AR,La H&eacute;troye,{'roadname': 'A16'}
2366,"[50.0759, 1.97084]","[-0.544639, 0.8386709999999999]",AR,Le Haut-Clocher,{'roadname': 'A16'}
2367,"[50.0331, 2.0749]","[0, 1]",EC,Flixecourt,"{'numero': '21', 'roadname': 'A16'}"
2368,"[50.1689, 1.75718]","[-0.5, 0.8660249999999999]",AS,La Baie de Somme,{'roadname': 'A16'}
2369,"[50.1689, 1.75718]","[0.5, -0.8660249999999999]",AS,La Baie de Somme,{'roadname': 'A16'}
2370,"[50.1395, 1.8088700000000002]","[0, 1]",EC,Abbeville Nord,"{'numero': '23', 'roadname': 'A16'}"
2371,"[50.2521, 1.7497800000000001]","[0, 1]",EC,Rue,"{'numero': '24', 'roadname': 'A16'}"
2372,"[49.9911, 2.17974]","[-0.267575, 0.963537]",AR,Vignacourt Est,{'roadname': 'A16'}
2373,"[49.9911, 2.17974]","[0.31813199999999997, -0.9480459999999999]",AR,Vignacourt Ouest,{'roadname': 'A16'}
2374,"[49.7276, 2.78067]","[0.20022299999999998, 0.9797500000000001]",AR,Goyencourt Est,{'roadname': 'A1'}
2375,"[49.7276, 2.78067]","[-0.184809, -0.9827739999999999]",AR,Goyencourt Ouest,{'roadname': 'A1'}
2376,"[49.7037, 2.77161]","[0, 1]",EC,Roye,"{'numero': '12', 'roadname': 'A1'}"
2377,"[49.7768, 2.799]","[0.125853, 0.992049]",AR,Fonches,{'roadname': 'A1'}
2378,"[49.7768, 2.799]","[-0.16022599999999998, -0.9870800000000001]",AR,Hattencourt,{'roadname': 'A1'}
2379,"[49.8477, 2.83163]","[0, 1]",BI,Jonction A1/A29,{'roadname': 'A29'}
2380,"[49.8499, 2.81351]","[0, 1]",EC,Gare T.G.V.,"{'numero': '53', 'roadname': 'A29'}"
2381,"[49.879, 2.83696]","[0, 1]",EC,P&eacute;ronne,"{'numero': '13', 'roadname': 'A1'}"
2382,"[49.838, 2.9904900000000003]","[0.9911000000000001, 0.133121]",AR,Athies,{'roadname': 'A29'}
2383,"[49.838, 2.9904900000000003]","[-0.993826, -0.11094899999999999]",AR,Athies,{'roadname': 'A29'}
2384,"[49.8378, 2.9876300000000002]","[0, 1]",EC,Athies,"{'numero': '54', 'roadname': 'A29'}"
2385,"[49.9451, 2.85264]","[0.024432199999999998, 0.999701]",AR,Feuill&egrave;res,{'roadname': 'A1'}
2386,"[49.8879, 2.83911]","[0.11979000000000001, 0.992799]",AS,Assevillers Est,{'roadname': 'A1'}
2387,"[49.8879, 2.83911]","[-0.281169, -0.959658]",AS,Assevillers Ouest,{'roadname': 'A1'}
2388,"[49.6886, 3.46977]","[0, 1]",EC,La F&egrave;re,"{'numero': '12', 'roadname': 'A26'}"
2389,"[49.7847, 3.33306]","[0.553392, -0.8329209999999999]",AS,Urvillers,{'roadname': 'A26'}
2390,"[49.7847, 3.33306]","[-0.537152, 0.8434849999999999]",AS,Urvillers,{'roadname': 'A26'}
2391,"[49.8458, 3.23508]","[0, 1]",BI,Jonction A26/A29,{'roadname': 'A29'}
2392,"[49.8631, 3.2365]","[0, 1]",EC,Saint-Quentin Nord,"{'numero': '10', 'roadname': 'A26'}"
2393,"[49.9219, 3.22973]","[-0.40210799999999997, 0.915592]",AR,Le Haute Bruy&egrave;re,{'roadname': 'A26'}
2394,"[49.9098, 3.24207]","[0.40210799999999997, -0.915592]",AR,L&apos;Omignon,{'roadname': 'A26'}
2395,"[49.8084, 3.29676]","[0, 1]",EC,Saint-Quentin Sud,"{'numero': '11', 'roadname': 'A26'}"
2396,"[49.967, 2.85962]","[-0.313164, -0.949699]",AR,Maurepas,{'roadname': 'A1'}
2397,"[50.0193, 2.8824300000000003]","[0, 1]",BI,Jonction A1/A2,{'roadname': 'A2'}
2398,"[49.9694, 2.86146]","[0, 1]",EC,Albert,"{'numero': '13.1', 'roadname': 'A1'}"
2399,"[50.0745, 2.8709800000000003]","[-0.0770671, 0.997026]",AR,Beaulencourt,{'roadname': 'A1'}
2400,"[50.1013, 2.87155]","[0, 1]",EC,Bapaume,"{'numero': '14', 'roadname': 'A1'}"
2401,"[50.054, 2.94434]","[-0.7627809999999999, -0.6466569999999999]",AR,Barastre,{'roadname': 'A2'}
2402,"[50.0486, 2.93399]","[0.684929, 0.7286100000000001]",AR,Roquigny,{'roadname': 'A2'}
2403,"[50.1739, 2.87433]","[0.00279252, -0.999996]",AS,Saint-L&eacute;ger,{'roadname': 'A1'}
2404,"[50.1909, 2.87207]","[-0.11823099999999999, 0.9929859999999999]",AR,Croisilles,{'roadname': 'A1'}
2405,"[50.0851, 3.17254]","[0.11441699999999999, -0.993433]",AR,La Vacquerie,{'roadname': 'A26'}
2406,"[50.0905, 3.17109]","[-0.11441699999999999, 0.993433]",AR,Le Plateau,{'roadname': 'A26'}
2407,"[50.0691, 3.17728]","[0, 1]",EC,Masni&egrave;res,"{'numero': '9', 'roadname': 'A26'}"
2408,"[50.1233, 3.08976]","[-0.6609189999999999, -0.7504569999999999]",AS,Graincourt,{'roadname': 'A2'}
2409,"[50.1233, 3.08976]","[0.48053, 0.8769779999999999]",AS,Havrincourt,{'roadname': 'A2'}
2410,"[50.1443, 3.127]","[0, 1]",BI,Jonction A2/A26,{'roadname': 'A26'}
2411,"[50.1779, 3.18537]","[0, 1]",EC,Cambrai,"{'numero': '14', 'roadname': 'A2'}"
2412,"[50.226, 3.06908]","[0.914183, -0.40530099999999997]",AS,Baralle,{'roadname': 'A26'}
2413,"[50.2268, 3.06485]","[-0.914183, 0.40530099999999997]",AS,Rumaucourt,{'roadname': 'A26'}
2414,"[50.1985, 3.10426]","[0, 1]",EC,Marquion,"{'numero': '8', 'roadname': 'A26'}"
2415,"[50.2293, 3.27197]","[0.819152, 0.573576]",BA,Barri&egrave;re d&apos;Hordain,{'roadname': 'A2'}
2416,"[50.2536, 3.32147]","[0, 1]",EC,Hordain,"{'numero': '15', 'roadname': 'A2'}"
2417,"[49.1264, 3.53714]","[-0.9693600000000001, -0.24564599999999998]",AS,Tardenois Nord,{'roadname': 'A4'}
2418,"[49.1264, 3.53714]","[0.8798969999999999, 0.475164]",AS,Tardenois Sud,{'roadname': 'A4'}
2419,"[49.1987, 3.76009]","[-0.592576, -0.805515]",AR,Lh&eacute;ry,{'roadname': 'A4'}
2420,"[49.1887, 3.75339]","[0.22257000000000002, 0.9749169999999999]",AR,Romigny,{'roadname': 'A4'}
2421,"[49.1567, 3.71875]","[0, 1]",EC,Dormans,"{'numero': '21', 'roadname': 'A4'}"
2422,"[49.2437, 3.92143]","[-0.955793, -0.29404]",AS,Gueux,{'roadname': 'A4'}
2423,"[49.2437, 3.92143]","[0.998392, 0.056692799999999995]",AS,Vrigny,{'roadname': 'A4'}
2424,"[49.1202, 4.24394]","[-0.8660249999999999, 0.5]",AS,Reims Champagne Nord,{'roadname': 'A4'}
2425,"[49.1202, 4.24394]","[0.8660249999999999, -0.5]",AS,Reims Champagne Sud,{'roadname': 'A4'}
2426,"[49.0551, 4.28749]","[0, 1]",BI,Jonction A4/A26 Sud,{'roadname': 'A4'}
2427,"[49.1753, 4.16441]","[-0.702898, 0.7112900000000001]",AR,La Vesle,{'roadname': 'A4'}
2428,"[49.1753, 4.16441]","[0.600699, -0.7994749999999999]",AR,L&apos;Esp&eacute;rance,{'roadname': 'A4'}
2429,"[49.2497, 3.95569]","[-0.965926, -0.25881899999999997]",BA,Barri&egrave;re de Thillois,{'roadname': 'A344'}
2430,"[49.2496, 3.95575]","[0.965926, 0.25881899999999997]",BA,Barri&egrave;re de Thillois,{'roadname': 'A344'}
2431,"[49.2462, 3.96235]","[0.5, -0.8660249999999999]",BA,Barri&egrave;re d&apos;Ormes,{'roadname': 'A26'}
2432,"[49.2508, 3.96055]","[0, 1]",BI,Jonction A26/A344 - Reims centre - Tinqueux,{'roadname': 'A344'}
2433,"[49.2438, 3.9644500000000003]","[0, 1]",BI,Jonction A4/A26 Nord,{'roadname': 'A4'}
2434,"[49.2475, 3.94042]","[0, 1]",BI,Jonction A4/A344 - Reims centre - Tinqueux,{'roadname': 'A344'}
2435,"[49.2477, 3.9509]","[0, 1]",BI,Jonction A4/A344 - Reims Centre - Tinqueux,"{'numero': '22', 'roadname': 'A4'}"
2436,"[49.2508, 3.96056]","[0, 1]",BI,Reims Centre - Tinqueux,"{'numero': '16.1', 'roadname': 'A26'}"
2437,"[49.2076, 4.00917]","[0, 1]",EC,Epernay - Reims Sud,"{'numero': '23', 'roadname': 'A4'}"
2438,"[49.245, 4.029]","[0, 1]",EC,Reims-Cath&eacute;drale,{'roadname': 'A344'}
2439,"[49.2451, 4.02914]","[0, 1]",EC,Reims-Cath&eacute;drale,{'roadname': 'A344'}
2440,"[49.2525, 4.01791]","[0, 1]",EC,Reims-Centre,{'roadname': 'A344'}
2441,"[49.2525, 4.01799]","[0, 1]",EC,Reims-Centre,{'roadname': 'A344'}
2442,"[49.2544, 3.97263]","[0, 1]",EC,Reims-Tinqueux,{'roadname': 'A344'}
2443,"[49.2544, 3.9728700000000003]","[0, 1]",EC,Reims-Tinqueux,{'roadname': 'A344'}
2444,"[49.2113, 4.07807]","[0.642788, -0.766044]",BA,Barri&egrave;re de Taissy,{'roadname': 'A34'}
2445,"[49.2116, 4.07861]","[-0.642788, 0.766044]",BA,Barri&egrave;re de Taissy,{'roadname': 'A34'}
2446,"[49.206, 4.08626]","[0, 1]",BI,Jonction A4/A34 - Reims Est,{'roadname': 'A4'}
2447,"[49.2237, 4.06533]","[0, 1]",EC,Reims-Cormontreuil,{'roadname': 'A34'}
2448,"[49.2238, 4.06538]","[0, 1]",EC,Reims-Cormontreuil,{'roadname': 'A344'}
2449,"[49.2342, 4.04008]","[0, 1]",EC,Reims-Saint-R&eacute;mi,{'roadname': 'A344'}
2450,"[49.2343, 4.04025]","[0, 1]",EC,Reims-Saint-R&eacute;mi,{'roadname': 'A344'}
2451,"[49.2352, 4.0748]","[0, 1]",EC,1/2 Echangeur Taissy,"{'numero': '28.2', 'roadname': 'A34'}"
2452,"[49.2238, 4.06538]","[0, 1]",BI,Jonction A34/A344,{'roadname': 'A34'}
2453,"[49.2421, 4.07937]","[0, 1]",EC,Reims Europe,"{'numero': '27', 'roadname': 'A34'}"
2454,"[49.2311, 4.07002]","[0, 1]",EC,Reims Farman-Pompelle,"{'numero': '28', 'roadname': 'A34'}"
2455,"[49.3221, 3.98394]","[0.573576, -0.819152]",BA,Barri&egrave;re de Courcy,{'roadname': 'A26'}
2456,"[49.2851, 3.97952]","[0, 1]",EC,B&eacute;theny - Reims Nord,"{'numero': '16', 'roadname': 'A26'}"
2457,"[49.3003, 3.99553]","[0, 1]",EC,Reims - La Neuvillette,"{'numero': '15', 'roadname': 'A26'}"
2458,"[49.2806, 4.10771]","[0, 1]",EC,Witry l&egrave;s Reims,"{'numero': '25', 'roadname': 'A34'}"
2459,"[49.3518, 4.20404]","[0, 1]",EC,Isle sur Suippe,"{'numero': '22', 'roadname': 'A34'}"
2460,"[49.3393, 4.18049]","[0, 1]",EC,Les Sohettes,"{'numero': '23', 'roadname': 'A34'}"
2461,"[49.3149, 4.15103]","[0, 1]",EC,Caurel,"{'numero': '24', 'roadname': 'A34'}"
2462,"[49.6078, 3.65576]","[0, 1]",EC,Laon,"{'numero': '13', 'roadname': 'A26'}"
2463,"[49.5674, 3.72486]","[0.8660249999999999, -0.5]",AR,La Croisette,{'roadname': 'A26'}
2464,"[49.5635, 3.74818]","[-0.99994, 0.010995399999999999]",AR,Les P&egrave;lerins,{'roadname': 'A26'}
2465,"[49.3568, 3.95485]","[0.202787, -0.979223]",AR,Cauroy,{'roadname': 'A26'}
2466,"[49.3568, 3.95485]","[-0.248521, 0.9686269999999999]",AR,Loivre,{'roadname': 'A26'}
2467,"[49.4451, 3.92762]","[-0.102098, 0.9947739999999999]",AS,Champ-Roland,{'roadname': 'A26'}
2468,"[49.4504, 3.92545]","[0.21456499999999998, -0.9767100000000001]",AS,Mont-de-Nizy,{'roadname': 'A26'}
2469,"[49.4307, 3.93088]","[0, 1]",EC,Guignicourt,"{'numero': '14', 'roadname': 'A26'}"
2470,"[49.4199, 4.26559]","[0, 1]",EC,Bergnicourt,"{'numero': '21', 'roadname': 'A34'}"
2471,"[49.4975, 4.35399]","[0, 1]",EC,Rethel Sud,"{'numero': '18', 'roadname': 'A34'}"
2472,"[49.442, 4.28093]","[0, 1]",EC,Tagnon,"{'numero': '19', 'roadname': 'A34'}"
2473,"[49.4321, 4.27833]","[0, 1]",EC,1/2 Echangeur Tagnon Sud,"{'numero': '20', 'roadname': 'A34'}"
2474,"[49.4547, 4.30177]","[0, 1]",EC,1/2 Echangeur Tagnon Nord,"{'numero': '19', 'roadname': 'A34'}"
2475,"[49.5232, 4.37143]","[0, 1]",EC,Rethel Nord,"{'numero': '16', 'roadname': 'A34'}"
2476,"[49.5193, 4.35121]","[0, 1]",EC,Rethel Centre,"{'numero': '17', 'roadname': 'A34'}"
2477,"[49.0731, 4.78952]","[0.9555359999999999, 0.29487399999999997]",AS,Valmy Orbeval,{'roadname': 'A4'}
2478,"[49.0731, 4.78952]","[-0.948986, -0.315318]",AS,Valmy-Le Moulin,{'roadname': 'A4'}
2479,"[49.0725, 4.87998]","[0, 1]",EC,Sainte-M&eacute;nehould,"{'numero': '26', 'roadname': 'A4'}"
2480,"[49.0834, 4.95874]","[-0.8120839999999999, -0.583541]",AR,La Fontaine d&apos;Olive Nord,{'roadname': 'A4'}
2481,"[49.0834, 4.95874]","[0.861895, 0.507087]",AR,La Fontaine d&apos;Olive Sud,{'roadname': 'A4'}
2482,"[49.0918, 5.14056]","[-0.935259, 0.353965]",AR,Jub&eacute;court,{'roadname': 'A4'}
2483,"[49.0918, 5.14056]","[0.9893489999999999, -0.145565]",AR,Rar&eacute;court,{'roadname': 'A4'}
2484,"[49.0916, 5.10171]","[0, 1]",EC,Clermont en Argonne,"{'numero': '27', 'roadname': 'A4'}"
