,coords,col_2,type,nom,dict
2485,"[49.518, 4.39608]","[0, 1]",EC,1/2 Echangeur Bertoncourt,"{'numero': '15', 'roadname': 'A34'}"
2486,"[49.5951, 4.50088]","[0, 1]",EC,Faissault,"{'numero': '14', 'roadname': 'A34'}"
2487,"[49.5957, 4.50181]","[0.7071069999999999, 0.7071069999999999]",AS,Ardennes Woinic,{'roadname': 'A34'}
2488,"[49.5957, 4.50181]","[-0.7071069999999999, -0.7071069999999999]",AS,Ardennes Woinic,{'roadname': 'A34'}
2489,"[49.6427, 4.62633]","[0, 1]",EC,Poix-Terron,"{'numero': '13', 'roadname': 'A34'}"
2490,"[49.6638, 3.5338000000000003]","[-0.808298, 0.588773]",AR,Le Broyon,{'roadname': 'A26'}
2491,"[49.6638, 3.5338000000000003]","[0.696915, -0.717154]",AR,Saint-Brice,{'roadname': 'A26'}
2492,"[49.6789, 4.66144]","[0, 1]",EC,Yvernaumont,"{'numero': '12', 'roadname': 'A34'}"
2493,"[49.693, 4.67919]","[0, 1]",EC,Boulzicourt,"{'numero': '11', 'roadname': 'A34'}"
2494,"[49.7274, 4.71473]","[0, 1]",EC,La Francheville,"{'numero': '10', 'roadname': 'A34'}"
2495,"[49.7334, 4.72076]","[0, 1]",BI,Jonction A34/N43,"{'numero': '9', 'roadname': 'A34'}"
2496,"[50.3778, 1.69724]","[0.195604, 0.980683]",AR,Bois de la Commanderie,{'roadname': 'A16'}
2497,"[50.3778, 1.69724]","[0.06400979999999999, -0.997949]",AR,Fond de la Commanderie,{'roadname': 'A16'}
2498,"[50.4089, 1.69352]","[0, 1]",EC,Berck,"{'numero': '25', 'roadname': 'A16'}"
2499,"[50.5099, 1.68363]","[0, 1]",EC,Le Touquet,"{'numero': '26', 'roadname': 'A16'}"
2500,"[50.5494, 2.46281]","[0, 1]",EC,Lillers,"{'numero': '5', 'roadname': 'A26'}"
2501,"[50.5392, 2.54099]","[-0.611389, 0.7913300000000001]",AR,La Grande Bucaille,{'roadname': 'A26'}
2502,"[50.5392, 2.54099]","[0.820352, -0.57186]",AR,Le R&eacute;veillon,{'roadname': 'A26'}
2503,"[50.8476, 2.03229]","[0.5, -0.8660249999999999]",AR,Zutkerque,{'roadname': 'A26'}
2504,"[50.821, 2.06208]","[0, 1]",EC,Ardres,"{'numero': '2', 'roadname': 'A26'}"
2505,"[50.6286, 2.29733]","[0.642119, -0.766605]",AR,Grand Riez,{'roadname': 'A26'}
2506,"[50.6286, 2.29733]","[-0.547709, 0.836669]",AR,Villefleur,{'roadname': 'A26'}
2507,"[50.6707, 2.25139]","[0, 1]",EC,Aire sur la Lys,"{'numero': '4', 'roadname': 'A26'}"
2508,"[50.5723, 2.3791700000000002]","[0.766044, -0.642788]",AS,Rely,{'roadname': 'A26'}
2509,"[50.5723, 2.3791700000000002]","[-0.766044, 0.642788]",AS,Saint-Hilaires-Cottes,{'roadname': 'A26'}
2510,"[50.7191, 2.17271]","[0.766044, -0.642788]",BA,Barri&egrave;re de Setques,{'roadname': 'A26'}
2511,"[50.7214, 2.16896]","[0, 1]",EC,Saint Omer,"{'numero': '3', 'roadname': 'A26'}"
2512,"[50.4045, 2.74374]","[-0.642788, 0.766044]",AS,Angres,{'roadname': 'A26'}
2513,"[50.4045, 2.74374]","[0.642788, -0.766044]",AS,Souchez,{'roadname': 'A26'}
2514,"[50.3469, 2.79096]","[0, 1]",EC,Arras Nord,"{'numero': '7', 'roadname': 'A26'}"
2515,"[50.262, 2.86376]","[-0.259156, -0.965835]",AR,Wancourt Ouest,{'roadname': 'A1'}
2516,"[50.262, 2.86376]","[0.24090599999999998, 0.970549]",AS,Wancourt Est,{'roadname': 'A1'}
2517,"[50.3253, 2.91201]","[0.573576, 0.819152]",BA,Barri&egrave;re de Fresnes,{'roadname': 'A1'}
2518,"[50.3147, 2.90001]","[0, 1]",BI,Jonction A1/A26,{'roadname': 'A26'}
2519,"[50.27, 2.86881]","[0, 1]",EC,Arras,"{'numero': '15', 'roadname': 'A1'}"
2520,"[50.28, 2.96376]","[0.496671, -0.867939]",AR,Le Bois d&apos;Huez,{'roadname': 'A26'}
2521,"[50.2841, 2.95823]","[-0.496671, 0.867939]",AR,Les Bonnettes,{'roadname': 'A26'}
2522,"[50.332, 2.81732]","[-0.880312, 0.474396]",AR,La Cressonni&egrave;re,{'roadname': 'A26'}
2523,"[50.332, 2.81732]","[0.696414, -0.7176400000000001]",AR,Les Trois Cr&ecirc;tes,{'roadname': 'A26'}
2524,"[50.3338, 2.92156]","[0, 1]",EC,Biache-Saint-Vaast,"{'numero': '16', 'roadname': 'A1'}"
2525,"[50.394, 2.9824100000000002]","[0, 1]",EC,Drocourt,"{'numero': '16.1', 'roadname': 'A1'}"
2526,"[50.4404, 2.70278]","[0, 1]",EC,Li&eacute;vin,"{'numero': '6.2', 'roadname': 'A26'}"
2527,"[50.5103, 2.61376]","[0, 1]",EC,B&eacute;thune,"{'numero': '6', 'roadname': 'A26'}"
2528,"[50.4908, 2.68482]","[0, 1]",EC,Noeux-les-Mines,"{'numero': '6.1', 'roadname': 'A26'}"
2529,"[50.4282, 2.9822800000000003]","[0, 1]",BI,Jonction A1/A21,{'roadname': 'A1'}
2530,"[50.4144, 2.98494]","[0, 1]",EC,H&eacute;nin-Beaumont,"{'numero': '17', 'roadname': 'A1'}"
2531,"[50.6011, 3.13178]","[0, 1]",BI,Jonction A27/N227,{'roadname': 'N227'}
2532,"[50.6263, 3.13617]","[0, 1]",EC,Villeneuve d&apos;Ascq Annappes,"{'numero': '4', 'roadname': 'N227'}"
2533,"[50.6142, 3.13525]","[0, 1]",EC,Villeneuve d&apos;Ascq R&eacute;sidence,"{'numero': '3', 'roadname': 'N227'}"
2534,"[50.6154, 3.08415]","[0, 1]",BI,Jonction A1/N356,{'roadname': 'N356'}
2535,"[50.6288, 3.08256]","[0, 1]",EC,Lille Centre,"{'numero': '2', 'roadname': 'N356'}"
2536,"[50.6294, 3.13894]","[0, 1]",EC,Villeneuve d&apos;Ascq Cousinerie,"{'numero': '5', 'roadname': 'N227'}"
2537,"[50.6481, 3.09848]","[0.573576, 0.819152]",AS,Baroeul,{'roadname': 'N356'}
2538,"[50.6696, 3.11433]","[0, 1]",LI,Limite N356,{'roadname': 'N356'}
2539,"[50.6341, 3.08474]","[0, 1]",EC,Lille Fives,{'roadname': 'N356'}
2540,"[50.6422, 3.09309]","[0, 1]",EC,Lille Saint Maurice,"{'numero': '5', 'roadname': 'N356'}"
2541,"[50.639, 3.09033]","[0, 1]",EC,1/2 Echangeur Mons en Baroeul,"{'numero': '4', 'roadname': 'N356'}"
2542,"[50.655, 3.10797]","[0, 1]",EC,Marcq en Baroeul,"{'numero': '6', 'roadname': 'N356'}"
2543,"[50.6664, 3.11417]","[0, 1]",EC,Tourcoing Centre,"{'numero': '7', 'roadname': 'N356'}"
2544,"[50.6541, 3.13067]","[0, 1]",EC,Mons-en-Baroeuil,"{'numero': '9', 'roadname': 'A22'}"
2545,"[50.6478, 3.14622]","[0, 1]",BI,Jonction A22/N227,{'roadname': 'N227'}
2546,"[50.6395, 3.1432700000000002]","[0, 1]",EC,Villeneuve d&apos;Ascq Recueil,"{'numero': '6', 'roadname': 'N227'}"
2547,"[50.8611, 2.02121]","[-0.32622799999999996, 0.945291]",AR,Nortkerque,{'roadname': 'A26'}
2548,"[50.9358, 1.90683]","[0, 1]",BI,Jonction A26/A16,{'roadname': 'A26'}
2549,"[50.936, 1.90707]","[0, 1]",BI,Jonction A16/A216,{'roadname': 'A216'}
2550,"[50.9536, 1.90612]","[0, 1]",EC,Calais Centre,"{'numero': '3', 'roadname': 'A216'}"
2551,"[49.0982, 5.29783]","[0.9840409999999999, 0.177944]",AR,La Rouge Haie,{'roadname': 'A4'}
2552,"[49.0982, 5.29783]","[-0.895246, -0.445573]",AR,Les Geni&egrave;vres,{'roadname': 'A4'}
2553,"[49.0964, 5.27781]","[0, 1]",EC,Voie Sacr&eacute;e,"{'numero': '28', 'roadname': 'A4'}"
2554,"[49.1096, 5.41388]","[0, 1]",EC,Verdun,"{'numero': '29', 'roadname': 'A4'}"
2555,"[49.1192, 5.5085]","[-0.9996389999999999, 0.026874799999999997]",AS,Verdun Saint-Nicolas Nord,{'roadname': 'A4'}
2556,"[49.1192, 5.5085]","[0.9654269999999999, -0.260673]",AS,Verdun Saint-Nicolas Sud,{'roadname': 'A4'}
2557,"[49.1268, 5.61908]","[0, 1]",EC,Fresnes-en-Wo&euml;vre,"{'numero': '30', 'roadname': 'A4'}"
2558,"[49.1445, 5.70881]","[-0.692647, -0.721277]",AR,Bois de la Ronce,{'roadname': 'A4'}
2559,"[49.1373, 5.69036]","[0.8129989999999999, 0.5822649999999999]",AR,L&apos;Epinotte,{'roadname': 'A4'}
2560,"[49.1959, 5.86894]","[-0.987933, -0.154883]",AR,Bois Saint-Martin,{'roadname': 'A4'}
2561,"[49.1959, 5.86894]","[0.890292, 0.45539]",AR,Le Bois de Labry,{'roadname': 'A4'}
2562,"[49.1989, 5.92445]","[0.9848079999999999, 0.173648]",BA,Barri&egrave;re de Beaumont,{'roadname': 'A4'}
2563,"[49.1985, 5.8984000000000005]","[0, 1]",EC,Jarny,"{'numero': '31', 'roadname': 'A4'}"
2564,"[49.18, 6.0535]","[0.999999, 0.00122173]",AS,Metz Saint-Privat,{'roadname': 'A4'}
2565,"[49.18, 6.0535]","[-0.949425, -0.313992]",AS,Metz Saint-Privat,{'roadname': 'A4'}
2566,"[49.1955, 5.98832]","[0, 1]",EC,Sainte Marie aux Ch&ecirc;nes,"{'numero': '32', 'roadname': 'A4'}"
2567,"[49.1986, 6.14448]","[0, 1]",EC,Sem&eacute;court,"{'numero': '34', 'roadname': 'A4'}"
2568,"[49.2072, 6.12963]","[0, 1]",EC,Marange-Silvange,"{'numero': '33', 'roadname': 'A4'}"
2569,"[49.3314, 6.05166]","[0, 1]",EC,Hayange Ouest,"{'numero': '4', 'roadname': 'A30'}"
2570,"[49.3298, 6.01631]","[-0.8660249999999999, 0.5]",AR,La Castine,{'roadname': 'A30'}
2571,"[49.3371, 5.99871]","[0.573576, -0.819152]",AR,Bois des Tillots,{'roadname': 'A30'}
2572,"[49.2936, 6.16718]","[0, 1]",EC,Uckange,"{'numero': '1', 'roadname': 'A30'}"
2573,"[49.3174, 6.08237]","[0, 1]",EC,Hayange Centre,"{'numero': '3', 'roadname': 'A30'}"
2574,"[49.3114, 6.10533]","[0, 1]",EC,1/2 Echangeur Fameck Centre,"{'numero': '2b', 'roadname': 'A30'}"
2575,"[49.3064, 6.12444]","[0, 1]",EC,Fameck Felti&egrave;re,"{'numero': '2', 'roadname': 'A30'}"
2576,"[49.4063, 5.92854]","[0, 1]",EC,Aumetz,"{'numero': '7', 'roadname': 'A30'}"
2577,"[49.4388, 5.90651]","[0, 1]",EC,Crusnes,"{'numero': '8', 'roadname': 'A30'}"
2578,"[49.3591, 5.98159]","[0, 1]",EC,Fontoy,"{'numero': '5', 'roadname': 'A30'}"
2579,"[49.3874, 5.96705]","[0, 1]",EC,Havange,"{'numero': '6', 'roadname': 'A30'}"
2580,"[49.1263, 6.24]","[0, 1]",BI,Jonction A314/A315,{'roadname': 'A315'}
2581,"[49.122, 6.2281]","[0, 1]",LI,Fin de concession A314,{'roadname': 'A314'}
2582,"[49.1215, 6.23495]","[0, 1]",LI,Fin de concession A315,{'roadname': 'A315'}
2583,"[49.1836, 6.24142]","[-0.642788, 0.766044]",AR,Charly-Oradour,{'roadname': 'A4'}
2584,"[49.1873, 6.22841]","[0.648917, -0.760859]",AR,La Crou&eacute;e,{'roadname': 'A4'}
2585,"[49.2011, 6.17531]","[0, 1]",BI,Jonction A4/A31,{'roadname': 'A4'}
2586,"[49.1288, 6.26305]","[0, 1]",BI,Jonction A4/A314,{'roadname': 'A4'}
2587,"[49.136, 6.2472]","[0, 1]",BI,Jonction A4/A315,{'roadname': 'A4'}
2588,"[49.1975, 6.20859]","[0, 1]",EC,Argancy,"{'numero': '35', 'roadname': 'A4'}"
2589,"[49.2852, 6.17337]","[0, 1]",BI,Jonction A30/A31,{'roadname': 'A30'}
2590,"[43.3306, -0.34643799999999997]","[0, 1]",EC,Pau,"{'numero': '10', 'roadname': 'A64'}"
2591,"[43.3134, -0.2651]","[-0.859941, 0.510393]",AR,Serres Morlaas Nord,{'roadname': 'A64'}
2592,"[43.3134, -0.2651]","[0.9370989999999999, -0.34906299999999996]",AR,Serres Morlaas Sud,{'roadname': 'A64'}
2593,"[43.2751, -0.196481]","[0, 1]",EC,Soumoulou,"{'numero': '11', 'roadname': 'A64'}"
2594,"[43.4183, -0.584953]","[-0.7846679999999999, 0.619916]",AS,Lacq Audejos Nord,{'roadname': 'A64'}
2595,"[43.4222, -0.5987669999999999]","[0.918032, -0.396507]",AS,Lacq Audejos Sud,{'roadname': 'A64'}
2596,"[43.3969, -0.548615]","[0, 1]",EC,Artix,"{'numero': '9', 'roadname': 'A64'}"
2597,"[43.3542, -0.44852000000000003]","[0, 1]",BI,Jonction A64/A65,{'roadname': 'A64'}
2598,"[43.3457, -0.415111]","[0, 1]",EC,Lescar,"{'numero': '9.1', 'roadname': 'A64'}"
2599,"[43.4672, -0.318476]","[-0.7584759999999999, -0.651701]",AR,Aire du B&eacute;arn Vert et Or,{'roadname': 'A65'}
2600,"[43.4672, -0.318476]","[0.7907959999999999, 0.6120789999999999]",AR,Aire du B&eacute;arn Vert et Or,{'roadname': 'A65'}
2601,"[43.4675, -0.31779799999999997]","[0, 1]",EC,Th&egrave;ze,"{'numero': '9', 'roadname': 'A65'}"
2602,"[43.5636, -0.29645699999999997]","[0, 1]",EC,Garlin,"{'numero': '8', 'roadname': 'A65'}"
2603,"[43.6716, -0.28646099999999997]","[0, 1]",EC,Aire-sur-l&apos;Adour Sud,"{'numero': '7', 'roadname': 'A65'}"
2604,"[43.7213, -0.272456]","[0.0465834, -0.998914]",AS,Aire de l&apos;Adour,{'roadname': 'A65'}
2605,"[43.7213, -0.272456]","[0.31945599999999996, 0.9476009999999999]",AS,Aire de l&apos;Adour,{'roadname': 'A65'}
2606,"[43.7192, -0.273885]","[0, 1]",EC,Aire-sur-l&apos;Adour Nord,"{'numero': '6', 'roadname': 'A65'}"
2607,"[43.9473, -0.39083599999999996]","[-0.0942821, -0.9955459999999999]",AR,Aire du Marsan,{'roadname': 'A65'}
2608,"[43.9473, -0.39083599999999996]","[0.0697565, 0.997564]",AR,Aire du Marsan,{'roadname': 'A65'}
2609,"[43.9511, -0.390099]","[0, 1]",EC,Mont de Marsan,"{'numero': '4', 'roadname': 'A65'}"
2610,"[44.045, -0.33835699999999996]","[-0.506636, -0.86216]",AR,Aire de la Porte d&apos;Armagnac,{'roadname': 'A65'}
2611,"[44.045, -0.33835699999999996]","[0.38542299999999996, 0.9227400000000001]",AR,Aire de la Porte d&apos;Armagnac,{'roadname': 'A65'}
2612,"[44.0463, -0.336678]","[0, 1]",EC,Roquefort,"{'numero': '3', 'roadname': 'A65'}"
2613,"[43.1833, 0.22353399999999998]","[-0.661181, 0.750226]",AR,Bordes Nord,{'roadname': 'A64'}
2614,"[43.1833, 0.22353399999999998]","[0.40673699999999996, -0.9135449999999999]",AR,Bordes Sud,{'roadname': 'A64'}
2615,"[43.175, 0.23857000000000003]","[0, 1]",EC,Tournay,"{'numero': '14', 'roadname': 'A64'}"
2616,"[43.2312, -0.07815000000000001]","[-0.82972, 0.55818]",AS,Pyr&eacute;n&eacute;es Nord,{'roadname': 'A64'}
2617,"[43.2312, -0.07815000000000001]","[0.6853100000000001, -0.728251]",AS,Pyr&eacute;n&eacute;es Sud,{'roadname': 'A64'}
2618,"[43.2182, 0.0205935]","[0, 1]",EC,Tarbes Ouest,"{'numero': '12', 'roadname': 'A64'}"
2619,"[43.2164, 0.10786899999999999]","[0, 1]",EC,Tarbes Est,"{'numero': '13', 'roadname': 'A64'}"
2620,"[43.0992, 0.3563]","[0.945859, -0.324578]",AR,Bandouliers,{'roadname': 'A64'}
2621,"[43.0992, 0.3563]","[-0.990485, -0.137617]",AR,Lac Saint Martin,{'roadname': 'A64'}
2622,"[43.1021, 0.338896]","[0, 1]",EC,Capvern,"{'numero': '15', 'roadname': 'A64'}"
2623,"[43.1003, 0.390487]","[0, 1]",EC,Lannemezan,"{'numero': '16', 'roadname': 'A64'}"
2624,"[43.1047, 0.472006]","[0.957471, -0.288531]",AR,Pic du Midi,{'roadname': 'A64'}
2625,"[43.1047, 0.472006]","[-0.837051, 0.547125]",AR,Pic du Midi Nord,{'roadname': 'A64'}
2626,"[43.109, 0.614837]","[-0.9171300000000001, -0.39858899999999997]",AS,Comminges Nord,{'roadname': 'A64'}
2627,"[43.109, 0.614837]","[0.8381949999999999, 0.5453709999999999]",AS,Comminges Sud,{'roadname': 'A64'}
2628,"[43.0598, 0.592977]","[0, 1]",EC,Croix du Bazert,"{'numero': '1', 'roadname': 'A645'}"
2629,"[43.1036, 0.5943400000000001]","[0, 1]",EC,Montr&eacute;jeau,"{'numero': '17', 'roadname': 'A64'}"
2630,"[43.0967, 0.596271]","[0, 1]",EC,RD817,"{'numero': '2', 'roadname': 'A645'}"
2631,"[43.1251, 0.7591289999999999]","[0, 1]",EC,Saint Gaudens,"{'numero': '18', 'roadname': 'A64'}"
2632,"[43.1205, 0.895612]","[0.766044, -0.642788]",BA,Lestelle,{'roadname': 'A64'}
2633,"[43.1184, 0.900192]","[0, 1]",EC,Lestelle,"{'numero': '19', 'roadname': 'A64'}"
2634,"[43.1287, 0.942357]","[0, 1]",EC,Saint Martory,"{'numero': '20', 'roadname': 'A64'}"
2635,"[43.1858, 0.9802019999999999]","[0, 1]",EC,Boussens,"{'numero': '21', 'roadname': 'A64'}"
2636,"[43.2081, 1.02441]","[0, 1]",EC,Martres-Tolosane,"{'numero': '22', 'roadname': 'A64'}"
2637,"[43.2383, 1.07749]","[0, 1]",EC,Caz&egrave;res,"{'numero': '23', 'roadname': 'A64'}"
2638,"[43.2602, 1.11497]","[0, 1]",EC,Lavelanet de Comminges,"{'numero': '24', 'roadname': 'A64'}"
2639,"[43.3204, 1.21835]","[0, 1]",EC,Marquefave,"{'numero': '27', 'roadname': 'A64'}"
2640,"[43.2746, 1.13974]","[0, 1]",EC,Saint Elix le Ch&acirc;teau,"{'numero': '25', 'roadname': 'A64'}"
2641,"[43.3032, 1.18883]","[0, 1]",EC,Lafitte-Vigordane,"{'numero': '26', 'roadname': 'A64'}"
2642,"[43.1542, 1.6158700000000001]","[0.173648, -0.9848079999999999]",BA,Pamiers,{'roadname': 'A66'}
2643,"[43.1475, 1.61773]","[0, 1]",EC,Pamiers Nord,"{'numero': '3', 'roadname': 'A66'}"
2644,"[43.1358, 1.6257100000000002]","[0, 1]",EC,Pamiers Sud 1,"{'numero': '4', 'roadname': 'A66'}"
2645,"[43.2542, 1.65686]","[-0.35967099999999996, -0.933079]",AR,Maz&egrave;res,{'roadname': 'A66'}
2646,"[43.2542, 1.65686]","[0.40737399999999996, 0.913261]",AR,Rosefond,{'roadname': 'A66'}
2647,"[43.2357, 1.64142]","[0, 1]",EC,Maz&egrave;res Saverdun,"{'numero': '2', 'roadname': 'A66'}"
2648,"[43.3836, 1.28213]","[0, 1]",EC,Mauzac,"{'numero': '31', 'roadname': 'A64'}"
2649,"[43.3987, 1.28916]","[0, 1]",EC,La Fauga,"{'numero': '32', 'roadname': 'A64'}"
2650,"[43.343, 1.25756]","[0, 1]",EC,Capens,"{'numero': '28', 'roadname': 'A64'}"
2651,"[43.3535, 1.26816]","[0, 1]",EC,No&eacute;,"{'numero': '29', 'roadname': 'A64'}"
2652,"[43.3685, 1.2745600000000001]","[0, 1]",EC,Longages,"{'numero': '30', 'roadname': 'A64'}"
2653,"[43.3362, 1.24574]","[-0.819152, -0.573576]",AS,Aire de Capens Volvestre,{'roadname': 'A64'}
2654,"[43.4758, 1.32051]","[0, 1]",EC,Muret-Nord,"{'numero': '35', 'roadname': 'A64'}"
2655,"[43.4333, 1.30891]","[0, 1]",EC,Muret,"{'numero': '33', 'roadname': 'A64'}"
2656,"[43.4653, 1.31395]","[0, 1]",EC,Lherm,"{'numero': '34', 'roadname': 'A64'}"
2657,"[43.3857, 1.62201]","[0, 1]",EC,Nailloux,"{'numero': '1', 'roadname': 'A66'}"
2658,"[43.4847, 1.54936]","[0.402267, -0.915522]",AS,Toulouse Sud,{'roadname': 'A61'}
2659,"[43.4847, 1.54936]","[-0.45056599999999997, 0.892743]",AS,Toulouse Sud,{'roadname': 'A61'}
2660,"[43.4373, 1.61664]","[0.5004529999999999, -0.865763]",AR,Ayguesvives,{'roadname': 'A61'}
2661,"[43.4373, 1.61664]","[-0.6664019999999999, 0.7455919999999999]",AR,Baziege,{'roadname': 'A61'}
2662,"[43.4205, 1.65131]","[0, 1]",BI,Jonction  A61/A66,{'roadname': 'A61'}
2663,"[43.4205, 1.65131]","[0, 1]",BI,jonction A61/A66,{'roadname': 'A66'}
2664,"[43.4607, 1.58405]","[0, 1]",EC,Montgiscard,"{'numero': '19.1', 'roadname': 'A61'}"
2665,"[43.5055, 1.35195]","[0.766044, 0.642788]",BA,Muret,{'roadname': 'A64'}
2666,"[43.5362, 1.3921000000000001]","[0, 1]",EC,Francazal,"{'numero': '37', 'roadname': 'A64'}"
2667,"[43.5546, 1.41001]","[0, 1]",EC,Le Chapitre,"{'numero': '38', 'roadname': 'A64'}"
2668,"[43.529, 1.38529]","[0, 1]",EC,Roques,"{'numero': '36', 'roadname': 'A64'}"
2669,"[43.5684, 1.41853]","[0, 1]",BI,Bordelongue,{}
2670,"[43.6088, 1.36922]","[0, 1]",BI,La Crabe,{}
2671,"[43.6241, 1.41803]","[0, 1]",BI,Les Minimes,{}
2672,"[43.6042, 1.40157]","[0, 1]",BI,Purpan,{}
2673,"[43.6101, 1.38545]","[0, 1]",BI,St Martin,{}
2674,"[43.6214, 1.39316]","[0, 1]",BI,St Michel,{}
2675,"[43.6321, 1.37701]","[0, 1]",EC,A&eacute;roport,{}
2676,"[43.6214, 1.39703]","[0, 1]",EC,Ancely,{}
2677,"[43.6065, 1.39235]","[0, 1]",EC,Baylac,{}
2678,"[43.609, 1.35634]","[0, 1]",EC,Colomiers Est,{}
2679,"[43.5739, 1.43871]","[0, 1]",EC,Empalot,{}
2680,"[43.5853, 1.40247]","[0, 1]",EC,La C&eacute;pi&egrave;re,{}
2681,"[43.6088, 1.36922]","[0, 1]",EC,La Crabe,{}
2682,"[43.5771, 1.40768]","[0, 1]",EC,La Faourette,{}
2683,"[43.5696, 1.42454]","[0, 1]",EC,Langlade,{}
2684,"[43.6241, 1.41803]","[0, 1]",EC,Les Minimes,{}
2685,"[43.6127, 1.41729]","[0, 1]",EC,Ponts Jumeaux,{}
2686,"[43.6042, 1.40157]","[0, 1]",EC,Purpan,{}
2687,"[43.5728, 1.45246]","[0, 1]",EC,Rangueil,{}
2688,"[43.6235, 1.38925]","[0, 1]",EC,Ritouret,{}
2689,"[43.6234, 1.40576]","[0, 1]",EC,Sept Deniers,{}
2690,"[43.546, 1.4998900000000002]","[0.573576, -0.819152]",BA,Barri&egrave;re de Toulouse Sud,{'roadname': 'A61'}
2691,"[43.5449, 1.50083]","[0, 1]",BI,Jonction A61/A620,{'roadname': 'A61'}
2692,"[43.5578, 1.4905300000000001]","[0, 1]",BI,Le Palays,{}
2693,"[43.5578, 1.4905300000000001]","[0, 1]",EC,Le Palays,{}
2694,"[43.5581, 1.49391]","[0, 1]",EC,Le Palays,{}
2695,"[43.5736, 1.47165]","[0, 1]",EC,Demoiselles,{}
2696,"[43.6277, 1.47898]","[0, 1]",EC,La Roseraie,{}
2697,"[43.5939, 1.49354]","[0, 1]",EC,Lasbordes,{}
2698,"[43.5715, 1.47506]","[0, 1]",EC,Lespinet,{}
2699,"[43.5726, 1.49492]","[0, 1]",EC,Montaudran,{}
2700,"[43.6072, 1.48471]","[0, 1]",EC,Soupetard,{}
2701,"[44.2141, 0.395738]","[-0.9199579999999999, 0.392016]",AR,Bruch Nord,{'roadname': 'A62'}
2702,"[44.2141, 0.395738]","[0.883929, -0.46762099999999995]",AR,Bruch Sud,{'roadname': 'A62'}
2703,"[44.1979, 0.506863]","[-0.70994, 0.704263]",AS,Porte d&apos;Aquitaine Nord,{'roadname': 'A62'}
2704,"[44.1979, 0.506863]","[0.7217600000000001, -0.692143]",AS,Porte d&apos;Aquitaine Sud,{'roadname': 'A62'}
2705,"[44.1861, 0.5416700000000001]","[0, 1]",EC,Agen Ouest,"{'numero': '6.1', 'roadname': 'A62'}"
2706,"[44.1582, 0.615872]","[0.809427, -0.5872200000000001]",AR,Moirax,{'roadname': 'A62'}
2707,"[44.1624, 0.603953]","[0, 1]",EC,Agen,"{'numero': '7', 'roadname': 'A62'}"
2708,"[44.1262, 0.6959569999999999]","[-0.8808079999999999, 0.473473]",AR,Layrac Nord,{'roadname': 'A62'}
2709,"[44.1262, 0.6959569999999999]","[0.8091200000000001, -0.5876439999999999]",AR,Layrac Sud,{'roadname': 'A62'}
2710,"[44.1697, 0.5795549999999999]","[-0.848787, 0.528735]",AR,Estillac,{'roadname': 'A62'}
2711,"[43.658, 1.42675]","[0.5, -0.8660249999999999]",BA,Barri&egrave;re de Toulouse Nord,{'roadname': 'A62'}
2712,"[43.6546, 1.42847]","[0, 1]",BI,jonction A62/A620,{'roadname': 'A62'}
2713,"[43.6553, 1.428]","[0, 1]",BI,Lalande,{}
2714,"[43.6474, 1.44066]","[0, 1]",EC,Les Izards,{}
2715,"[43.6478, 1.42155]","[0, 1]",EC,Sesqui&egrave;res,{}
2716,"[43.7667, 1.38527]","[0, 1]",EC,Eurocentre,"{'numero': '10.1', 'roadname': 'A62'}"
2717,"[43.7163, 1.4020700000000001]","[0, 1]",EC,Saint Jory,"{'numero': '11', 'roadname': 'A62'}"
2718,"[43.6474, 1.5077]","[0.8660249999999999, 0.5]",BA,Toulouse Est,{'roadname': 'A68'}
2719,"[43.6379, 1.47687]","[0, 1]",BI,jonction A61/A62/A68,{'roadname': 'A68'}
2720,"[43.6377, 1.47694]","[0, 1]",BI,Montblanc,{}
2721,"[43.644800000000004, 1.46899]","[0, 1]",EC,Croix Daurade,{}
2722,"[43.6422, 1.49218]","[0, 1]",EC,L&apos;Union,"{'numero': '1', 'roadname': 'A68'}"
2723,"[43.6377, 1.47694]","[0, 1]",EC,Montblanc,{}
2724,"[43.6468, 1.45523]","[0, 1]",EC,Borderouge,{'roadname': 'A62'}
2725,"[43.6882, 1.56563]","[0, 1]",EC,Gragnague,"{'numero': '2', 'roadname': 'A68'}"
2726,"[43.6882, 1.5656400000000001]","[0, 1]",EC,Gragnague,"{'numero': '2', 'roadname': 'A68'}"
2727,"[43.6524, 1.6400800000000002]","[0, 1]",LI,Limite A680,{'roadname': 'A680'}
2728,"[43.7403, 1.59112]","[0, 1]",EC,Gemil,"{'numero': '4', 'roadname': 'A68'}"
2729,"[43.7158, 1.56555]","[0, 1]",EC,Montastruc,"{'numero': '3', 'roadname': 'A68'}"
2730,"[43.812, 1.3607200000000002]","[-0.573576, 0.819152]",AS,Frontonnais Nord,{'roadname': 'A62'}
2731,"[43.812, 1.3607200000000002]","[0.573576, -0.819152]",AS,Frontonnais Sud,{'roadname': 'A62'}
2732,"[43.8876, 1.3173]","[0.0160563, 0.999871]",AR,Campsas,{'roadname': 'A62'}
2733,"[43.8876, 1.3173]","[0.0280961, -0.999605]",AR,Naudy,{'roadname': 'A62'}
2734,"[43.929, 1.31829]","[0, 1]",EC,Bressols,"{'numero': '68', 'roadname': 'A20'}"
2735,"[43.9274, 1.30973]","[0, 1]",EC,Montauban,"{'numero': '10', 'roadname': 'A62'}"
